Year,LocationAbbr,LocationDesc,DataSource,PriorityArea1,PriorityArea2,PriorityArea3,PriorityArea4,Category,Topic,Indicator,Data_Value_Type,Data_Value_Unit,Data_Value,Data_Value_Alt,Data_Value_Footnote_Symbol,Data_Value_Footnote,Confidence_limit_Low,Confidence_limit_High,Break_Out_Category,Break_Out,CategoryId,TopicId,IndicatorID,Data_Value_TypeID,BreakOutCategoryId,BreakOutId,LocationID,GeoLocation
1999-2000,US,United States,NHANES,None,None,None,None,Cardiovascular Diseases,Major Cardiovascular Disease,Prevalence of major cardiovascular disease among US adults (20+); NHANES,Age-Standardized,Percent (%),7.0,7.0,,,6.0,8.1,Overall,Overall,C1,T1,NH001,AgeStdz,BOC01,OVR01,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),22.3,22.3,,,19.9,25.0,Gender,Female,C2,T15,NH801,Crude,BOC02,GEN02,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),36.4,36.4,,,28.8,44.7,Age,20-24,C2,T15,NH801,Crude,BOC03,AGE02,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),28.9,28.9,,,26.1,31.8,Age,25-44,C2,T15,NH801,Crude,BOC03,AGE04,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),23.8,23.8,,,21.2,26.7,Age,45-64,C2,T15,NH801,Crude,BOC03,AGE05,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),8.5,8.5,,,6.7,10.7,Age,65+,C2,T15,NH801,Crude,BOC03,AGE06,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),21.9,21.9,,,19.9,24.0,Age,35+,C2,T15,NH801,Crude,BOC03,AGE07,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),4.9,4.9,,,3.4,7.0,Age,75+,C2,T15,NH801,Crude,BOC03,AGE08,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),24.0,24.0,,,21.3,27.0,Race,Non-Hispanic White,C2,T15,NH801,Crude,BOC04,RAC01,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),24.6,24.6,,,21.8,27.6,Race,Non-Hispanic White,C2,T15,NH801,AgeStdz,BOC04,RAC01,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),27.6,27.6,,,23.9,31.7,Race,Non-Hispanic Black,C2,T15,NH801,AgeStdz,BOC04,RAC02,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),28.4,28.4,,,24.4,32.8,Race,Non-Hispanic Black,C2,T15,NH801,Crude,BOC04,RAC02,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH801,Crude,BOC04,RAC03,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH801,AgeStdz,BOC04,RAC03,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T15,NH801,Crude,BOC04,RAC04,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T15,NH801,AgeStdz,BOC04,RAC04,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),22.3,22.3,,,13.7,34.3,Race,Other,C2,T15,NH801,Crude,BOC04,RAC07,59,
2001-2002,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),22.2,22.2,,,13.7,33.7,Race,Other,C2,T15,NH801,AgeStdz,BOC04,RAC07,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),25.9,25.9,,,23.8,28.1,Overall,Overall,C2,T15,NH801,AgeStdz,BOC01,OVR01,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),25.8,25.8,,,23.7,28.1,Overall,Overall,C2,T15,NH801,Crude,BOC01,OVR01,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),29.3,29.3,,,26.8,31.9,Gender,Male,C2,T15,NH801,Crude,BOC02,GEN01,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),28.8,28.8,,,26.5,31.3,Gender,Male,C2,T15,NH801,AgeStdz,BOC02,GEN01,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),23.0,23.0,,,20.5,25.7,Gender,Female,C2,T15,NH801,AgeStdz,BOC02,GEN02,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),22.5,22.5,,,20.0,25.2,Gender,Female,C2,T15,NH801,Crude,BOC02,GEN02,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),33.9,33.9,,,29.2,38.9,Age,20-24,C2,T15,NH801,Crude,BOC03,AGE02,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),31.2,31.2,,,27.8,34.7,Age,25-44,C2,T15,NH801,Crude,BOC03,AGE04,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),26.2,26.2,,,24.2,28.4,Age,45-64,C2,T15,NH801,Crude,BOC03,AGE05,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),8.4,8.4,,,7.3,9.5,Age,65+,C2,T15,NH801,Crude,BOC03,AGE06,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),23.4,23.4,,,21.2,25.7,Age,35+,C2,T15,NH801,Crude,BOC03,AGE07,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),5.0,5.0,,,4.1,6.2,Age,75+,C2,T15,NH801,Crude,BOC03,AGE08,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),26.1,26.1,,,23.8,28.5,Race,Non-Hispanic White,C2,T15,NH801,Crude,BOC04,RAC01,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),27.1,27.1,,,25.0,29.3,Race,Non-Hispanic White,C2,T15,NH801,AgeStdz,BOC04,RAC01,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),25.2,25.2,,,20.5,30.6,Race,Non-Hispanic Black,C2,T15,NH801,AgeStdz,BOC04,RAC02,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),25.8,25.8,,,21.1,31.1,Race,Non-Hispanic Black,C2,T15,NH801,Crude,BOC04,RAC02,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH801,Crude,BOC04,RAC03,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH801,AgeStdz,BOC04,RAC03,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T15,NH801,Crude,BOC04,RAC04,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T15,NH801,AgeStdz,BOC04,RAC04,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),24.3,24.3,,,17.3,33.0,Race,Other,C2,T15,NH801,Crude,BOC04,RAC07,59,
2003-2004,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),23.3,23.3,,,16.7,31.6,Race,Other,C2,T15,NH801,AgeStdz,BOC04,RAC07,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),24.5,24.5,,,22.0,27.3,Overall,Overall,C2,T15,NH801,AgeStdz,BOC01,OVR01,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),24.4,24.4,,,22.1,26.9,Overall,Overall,C2,T15,NH801,Crude,BOC01,OVR01,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),27.7,27.7,,,24.6,31.1,Gender,Male,C2,T15,NH801,Crude,BOC02,GEN01,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),27.5,27.5,,,24.1,31.1,Gender,Male,C2,T15,NH801,AgeStdz,BOC02,GEN01,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),21.5,21.5,,,18.8,24.5,Gender,Female,C2,T15,NH801,AgeStdz,BOC02,GEN02,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),21.2,21.2,,,18.7,23.8,Gender,Female,C2,T15,NH801,Crude,BOC02,GEN02,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),35.6,35.6,,,28.8,43.1,Age,20-24,C2,T15,NH801,Crude,BOC03,AGE02,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),28.2,28.2,,,25.2,31.3,Age,25-44,C2,T15,NH801,Crude,BOC03,AGE04,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),24.0,24.0,,,19.8,28.8,Age,45-64,C2,T15,NH801,Crude,BOC03,AGE05,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),10.8,10.8,,,8.9,13.1,Age,65+,C2,T15,NH801,Crude,BOC03,AGE06,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),22.2,22.2,,,19.7,25.0,Age,35+,C2,T15,NH801,Crude,BOC03,AGE07,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),6.8,6.8,,,5.2,8.7,Age,75+,C2,T15,NH801,Crude,BOC03,AGE08,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),25.7,25.7,,,22.5,29.2,Race,Non-Hispanic White,C2,T15,NH801,Crude,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),27.0,27.0,,,23.3,31.0,Race,Non-Hispanic White,C2,T15,NH801,AgeStdz,BOC04,RAC01,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),23.4,23.4,,,19.7,27.4,Race,Non-Hispanic Black,C2,T15,NH801,AgeStdz,BOC04,RAC02,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),23.8,23.8,,,20.2,27.7,Race,Non-Hispanic Black,C2,T15,NH801,Crude,BOC04,RAC02,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH801,Crude,BOC04,RAC03,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH801,AgeStdz,BOC04,RAC03,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T15,NH801,Crude,BOC04,RAC04,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Hispanic,C2,T15,NH801,AgeStdz,BOC04,RAC04,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),21.0,21.0,,,15.7,27.4,Race,Other,C2,T15,NH801,Crude,BOC04,RAC07,59,
2005-2006,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),19.9,19.9,,,16.0,24.6,Race,Other,C2,T15,NH801,AgeStdz,BOC04,RAC07,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),23.2,23.2,,,20.6,26.1,Overall,Overall,C2,T15,NH801,AgeStdz,BOC01,OVR01,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),23.0,23.0,,,20.6,25.6,Overall,Overall,C2,T15,NH801,Crude,BOC01,OVR01,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),26.5,26.5,,,23.6,29.6,Gender,Male,C2,T15,NH801,Crude,BOC02,GEN01,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),26.3,26.3,,,23.3,29.5,Gender,Male,C2,T15,NH801,AgeStdz,BOC02,GEN01,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),20.2,20.2,,,17.5,23.1,Gender,Female,C2,T15,NH801,AgeStdz,BOC02,GEN02,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),19.7,19.7,,,17.3,22.4,Gender,Female,C2,T15,NH801,Crude,BOC02,GEN02,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),27.2,27.2,,,21.7,33.6,Age,20-24,C2,T15,NH801,Crude,BOC03,AGE02,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),28.2,28.2,,,24.9,31.7,Age,25-44,C2,T15,NH801,Crude,BOC03,AGE04,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),23.6,23.6,,,20.3,27.1,Age,45-64,C2,T15,NH801,Crude,BOC03,AGE05,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),8.2,8.2,,,6.8,9.8,Age,65+,C2,T15,NH801,Crude,BOC03,AGE06,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),20.4,20.4,,,18.0,23.1,Age,35+,C2,T15,NH801,Crude,BOC03,AGE07,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),5.1,5.1,,,3.8,6.9,Age,75+,C2,T15,NH801,Crude,BOC03,AGE08,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),23.4,23.4,,,20.1,27.0,Race,Non-Hispanic White,C2,T15,NH801,Crude,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),24.6,24.6,,,21.0,28.5,Race,Non-Hispanic White,C2,T15,NH801,AgeStdz,BOC04,RAC01,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),26.4,26.4,,,23.0,30.2,Race,Non-Hispanic Black,C2,T15,NH801,AgeStdz,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),27.1,27.1,,,23.5,31.0,Race,Non-Hispanic Black,C2,T15,NH801,Crude,BOC04,RAC02,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH801,Crude,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-1.0,-,Data not available,,,Race,Non-Hispanic Asian,C2,T15,NH801,AgeStdz,BOC04,RAC03,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T15,NH801,AgeStdz,BOC04,RAC04,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),,-2.0,~,Statistically unstable estimates not presented [unstable by NCHS standards: (standard error/estimate>0.30)],,,Race,Hispanic,C2,T15,NH801,Crude,BOC04,RAC04,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),17.9,17.9,,,12.6,24.8,Race,Other,C2,T15,NH801,Crude,BOC04,RAC07,59,
2007-2008,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),17.3,17.3,,,12.2,23.9,Race,Other,C2,T15,NH801,AgeStdz,BOC04,RAC07,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),20.4,20.4,,,18.8,22.1,Overall,Overall,C2,T15,NH801,Crude,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),20.8,20.8,,,19.1,22.5,Overall,Overall,C2,T15,NH801,AgeStdz,BOC01,OVR01,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),22.4,22.4,,,20.5,24.4,Gender,Male,C2,T15,NH801,AgeStdz,BOC02,GEN01,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),22.3,22.3,,,20.4,24.4,Gender,Male,C2,T15,NH801,Crude,BOC02,GEN01,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),18.5,18.5,,,16.5,20.7,Gender,Female,C2,T15,NH801,Crude,BOC02,GEN02,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Age-Standardized,Percent (%),19.2,19.2,,,17.1,21.5,Gender,Female,C2,T15,NH801,AgeStdz,BOC02,GEN02,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),27.5,27.5,,,21.4,34.5,Age,20-24,C2,T15,NH801,Crude,BOC03,AGE02,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),24.8,24.8,,,22.3,27.5,Age,25-44,C2,T15,NH801,Crude,BOC03,AGE04,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),20.3,20.3,,,17.9,22.9,Age,45-64,C2,T15,NH801,Crude,BOC03,AGE05,59,
2009-2010,US,United States,NHANES,None,None,None,AHA 2020 Goals: Cardiovascular Health,Risk Factors,Smoking,Prevalence of poor smoking status among US adults (20+); NHANES,Crude,Percent (%),7.7,7.7,,,6.5,9.1,Age,65+,C2,T15,NH801,Crude,BOC03,AGE06,59,
